collision_index,food_density
2025010564589,66
2025010564614,5
2025010564620,6
2025010564624,2
2025010564625,14
2025010564629,12
2025010564649,60
2025010564659,1
2025010564666,119
2025010564675,1
2025010564684,1
2025010564687,28
2025010564688,3
2025010564689,2
2025010564693,20
2025010564695,11
2025010564712,8
2025010564722,39
2025010564728,110
2025010564738,1
2025010564739,86
2025010564745,93
2025010564750,32
2025010564751,118
2025010564752,117
2025010564755,2
2025010564759,65
2025010564763,43
2025010564764,3
2025010564785,126
2025010564788,1
2025010564790,38
2025010564801,22
2025010564803,183
2025010564804,176
2025010564810,42
2025010564811,37
2025010564829,17
2025010564833,1
2025010564834,21
2025010564838,3
2025010564839,1
2025010564842,3
2025010564844,6
2025010564855,4
2025010564862,3
2025010564869,7
2025010564875,40
2025010564879,10
2025010564882,84
2025010564895,6
2025010564896,94
2025010564907,42
2025010564908,1
2025010564913,13
2025010564918,9
2025010564925,1
2025010564932,1
2025010564938,3
2025010564939,1
2025010564940,6
2025010564941,38
2025010564944,1
2025010564947,11
2025010564949,1
2025010564951,3
2025010564952,1
2025010564961,12
2025010564963,32
2025010564964,13
2025010564971,12
2025010564974,5
2025010564975,1
2025010564976,54
2025010564980,25
2025010564982,3
2025010564988,5
2025010565005,3
2025010565010,49
2025010565012,1
2025010565017,1
2025010565018,1
2025010565040,6
2025010565045,1
2025010565051,252
2025010565053,1
2025010565065,24
2025010565069,17
2025010565072,1
2025010565074,29
2025010565078,23
2025010565081,31
2025010565086,15
2025010565091,56
2025010565096,15
2025010565101,12
2025010565102,11
2025010565106,13
2025010565133,1
2025010565138,42
2025010565142,6
2025010565148,21
2025010565151,2
2025010565161,14
2025010565164,23
2025010565166,1
2025010565167,24
2025010565171,22
2025010565188,19
2025010565189,27
2025010565198,11
2025010565199,7
2025010565204,3
2025010565205,14
2025010565208,5
2025010565212,30
2025010565220,41
2025010565226,56
2025010565241,4
2025010565246,3
2025010565248,31
2025010565252,1
2025010565253,12
2025010565255,31
2025010565260,73
2025010565270,1
2025010565282,14
2025010565285,9
2025010565287,130
2025010565288,1
2025010565296,1
2025010565297,26
2025010565298,70
2025010565311,22
2025010565313,1
2025010565322,1
2025010565324,9
2025010565329,1
2025010565336,9
2025010565346,13
2025010565353,1
2025010565355,2
2025010565358,3
2025010565362,23
2025010565367,2
2025010565372,1
2025010565379,14
2025010565392,4
2025010565393,3
2025010565397,6
2025010565408,24
2025010565426,43
2025010565429,23
2025010565433,25
2025010565442,3
2025010565443,14
2025010565444,30
2025010565479,18
2025010565492,65
2025010565503,36
2025010565505,1
2025010565517,6
2025010565534,65
2025010565551,13
2025010565559,53
2025010565565,13
2025010565569,25
2025010565576,1
2025010565583,25
2025010565586,93
2025010565587,96
2025010565589,75
2025010565597,23
2025010565603,44
2025010565607,6
2025010565624,37
2025010565628,56
2025010565632,6
2025010565634,13
2025010565663,1
2025010565668,2
2025010565672,18
2025010565692,31
2025010565706,2
2025010565714,26
2025010565721,7
2025010565724,19
2025010565729,80
2025010565736,23
2025010565746,6
2025010565757,116
2025010565763,9
2025010565778,4
2025010565782,35
2025010565784,3
2025010565806,40
2025010565820,4
2025010565825,1
2025010565828,92
2025010565839,9
2025010565848,4
2025010565852,14
2025010565853,53
2025010565863,5
2025010565866,3
2025010565875,36
2025010565882,21
2025010565892,38
2025010565894,1
2025010565914,9
2025010565924,2
2025010565934,22
2025010565943,38
2025010565949,71
2025010565957,15
2025010565964,1
2025010565969,6
2025010565983,326
2025010565986,39
2025010565992,9
2025010565995,1
2025010566021,4
2025010566027,38
2025010566028,10
2025010566029,4
2025010566036,39
2025010566040,1
2025010566046,41
2025010566049,22
2025010566054,13
2025010566058,1
2025010566069,1
2025010566073,7
2025010566076,11
2025010566087,2
2025010566090,26
2025010566096,113
2025010566100,1
2025010566101,4
2025010566119,54
2025010566122,35
2025010566123,11
2025010566130,1
2025010566137,7
2025010566144,128
2025010566157,26
2025010566166,1
2025010566170,18
2025010566179,20
2025010566183,23
2025010566185,1
2025010566193,62
2025010566207,2
2025010566208,6
2025010566209,37
2025010566217,22
2025010566224,82
2025010566225,78
2025010566242,163
2025010566250,29
2025010566256,15
2025010566259,63
2025010566268,49
2025010566273,6
2025010566285,5
2025010566286,30
2025010566288,13
2025010566294,41
2025010566296,28
2025010566303,35
2025010566308,22
2025010566310,22
2025010566322,123
2025010566324,126
2025010566327,5
2025010566334,27
2025010566340,3
2025010566341,6
2025010566345,14
2025010566363,7
2025010566366,20
2025010566373,1
2025010566376,5
2025010566379,2
2025010566381,38
2025010566395,66
2025010566400,12
2025010566407,1
2025010566413,2
2025010566419,12
2025010566421,1
2025010566423,6
2025010566425,17
2025010566429,9
2025010566435,16
2025010566443,50
2025010566451,5
2025010566457,1
2025010566475,32
2025010566476,85
2025010566480,54
2025010566483,2
2025010566485,17
2025010566486,1
2025010566492,5
2025010566497,38
2025010566498,1
2025010566509,1
2025010566513,1
2025010566526,65
2025010566529,8
2025010566543,1
2025010566544,40
2025010566548,5
2025010566555,23
2025010566562,1
2025010566563,1
2025010566566,29
2025010566577,16
2025010566580,15
2025010566585,10
2025010566593,87
2025010566594,13
2025010566597,19
2025010566613,4
2025010566617,7
2025010566623,34
2025010566626,10
2025010566635,5
2025010566645,1
2025010566657,35
2025010566659,3
2025010566673,24
2025010566691,1
2025010566692,9
2025010566697,3
2025010566700,8
2025010566709,1
2025010566719,7
2025010566721,36
2025010566727,1
2025010566744,45
2025010566778,33
2025010566779,18
2025010566820,50
2025010566831,1
2025010566841,32
2025010566850,46
2025010566853,1
2025010566866,3
2025010566872,9
2025010566875,2
2025010566879,18
2025010566897,4
2025010566911,8
2025010566912,35
2025010566915,51
2025010566917,15
2025010566926,26
2025010566927,4
2025010566931,40
2025010566947,18
2025010566950,22
2025010566963,181
2025010566974,15
2025010566991,2
2025010566997,1
2025010566999,18
2025010567004,6
2025010567019,24
2025010567039,12
2025010567044,35
2025010567053,83
2025010567057,58
2025010567058,47
2025010567062,20
2025010567063,18
2025010567080,14
2025010567089,6
2025010567091,9
2025010567101,35
2025010567118,3
2025010567138,1
2025010567148,57
2025010567153,18
2025010567154,3
2025010567161,139
2025010567163,15
2025010567179,2
2025010567202,93
2025010567205,44
2025010567208,46
2025010567212,1
2025010567216,2
2025010567218,1
2025010567227,23
2025010567228,3
2025010567230,1
2025010567238,111
2025010567240,2
2025010567242,2
2025010567245,56
2025010567251,2
2025010567256,1
2025010567263,1
2025010567282,7
2025010567284,22
2025010567290,28
2025010567293,4
2025010567294,1
2025010567304,1
2025010567305,5
2025010567306,23
2025010567308,18
2025010567321,2
2025010567323,8
2025010567324,18
2025010567327,2
2025010567329,61
2025010567335,1
2025010567344,1
2025010567354,22
2025010567357,33
2025010567364,137
2025010567366,12
2025010567372,7
2025010567379,39
2025010567388,22
2025010567390,1
2025010567404,11
2025010567415,22
2025010567420,30
2025010567426,18
2025010567434,2
2025010567443,10
2025010567444,55
2025010567447,5
2025010567448,77
2025010567454,28
2025010567468,32
2025010567489,20
2025010567493,1
2025010567501,36
2025010567510,14
2025010567516,173
2025010567517,34
2025010567536,1
2025010567545,11
2025010567548,7
2025010567556,7
2025010567560,3
2025010567576,22
2025010567578,34
2025010567580,4
2025010567582,16
2025010567586,37
2025010567587,51
2025010567588,6
2025010567589,34
2025010567605,17
2025010567608,8
2025010567613,116
2025010567618,68
2025010567620,8
2025010567624,73
2025010567627,107
2025010567632,13
2025010567633,7
2025010567634,31
2025010567638,44
2025010567641,1
2025010567643,2
2025010567646,85
2025010567647,39
2025010567663,27
2025010567666,7
2025010567678,36
2025010567680,13
2025010567687,5
2025010567693,1
2025010567694,30
2025010567695,24
2025010567700,17
2025010567703,21
2025010567715,26
2025010567717,6
2025010567735,108
2025010567740,1
2025010567754,15
2025010567764,9
2025010567765,23
2025010567766,55
2025010567774,1
2025010567780,1
2025010567783,1
2025010567785,54
2025010567802,1
2025010567803,4
2025010567822,14
2025010567836,61
2025010567844,9
2025010567849,9
2025010567852,4
2025010567854,25
2025010567858,108
2025010567861,1
2025010567863,40
2025010567867,6
2025010567869,11
2025010567878,1
2025010567898,46
2025010567902,29
2025010567923,1
2025010567926,2
2025010567930,89
2025010567931,21
2025010567938,4
2025010567944,6
2025010567945,6
2025010567959,38
2025010567962,4
2025010567963,19
2025010567967,1
2025010567977,13
2025010567983,9
2025010567986,95
2025010567992,35
2025010568003,16
2025010568013,39
2025010568018,17
2025010568019,1
2025010568032,1
2025010568034,1
2025010568038,18
2025010568052,1
2025010568065,5
2025010568067,72
2025010568073,1
2025010568087,113
2025010568088,1
2025010568107,1
2025010568109,34
2025010568111,86
2025010568114,64
2025010568125,33
2025010568128,6
2025010568137,4
2025010568141,1
2025010568177,6
2025010568178,73
2025010568192,3
2025010568198,68
2025010568205,9
2025010568209,20
2025010568228,2
2025010568232,118
2025010568235,23
2025010568238,20
2025010568243,39
2025010568244,26
2025010568253,1
2025010568268,6
2025010568274,29
2025010568277,115
2025010568282,22
2025010568288,6
2025010568290,5
2025010568295,109
2025010568297,40
2025010568299,1
2025010568308,2
2025010568320,92
2025010568322,14
2025010568323,32
2025010568324,35
2025010568327,1
2025010568329,1
2025010568330,2
2025010568338,10
2025010568347,1
2025010568356,58
2025010568364,55
2025010568367,18
2025010568370,5
2025010568373,9
2025010568376,7
2025010568377,71
2025010568396,7
2025010568406,4
2025010568408,58
2025010568413,2
2025010568414,31
2025010568415,22
2025010568416,5
2025010568423,16
2025010568427,35
2025010568428,2
2025010568430,9
2025010568431,12
2025010568433,66
2025010568438,24
2025010568444,17
2025010568445,1
2025010568457,43
2025010568460,6
2025010568468,2
2025010568469,43
2025010568473,1
2025010568474,20
2025010568481,1
2025010568482,4
2025010568491,9
2025010568492,28
2025010568499,25
2025010568501,13
2025010568514,1
2025010568515,1
2025010568518,3
2025010568519,10
2025010568523,1
2025010568536,133
2025010568543,90
2025010568548,15
2025010568570,6
2025010568572,4
2025010568578,5
2025010568580,7
2025010568589,1
2025010568592,75
2025010568598,94
2025010568609,9
2025010568611,1
2025010568620,40
2025010568625,29
2025010568635,1
2025010568636,3
2025010568648,44
2025010568654,33
2025010568659,83
2025010568660,177
2025010568661,1
2025010568668,1
2025010568669,76
2025010568677,18
2025010568715,2
2025010568721,30
2025010568729,100
2025010568744,3
2025010568760,19
2025010568762,7
2025010568766,38
2025010568776,136
2025010568782,16
2025010568784,52
2025010568788,15
2025010568793,155
2025010568801,5
2025010568812,1
2025010568818,20
2025010568819,60
2025010568840,2
2025010568842,1
2025010568843,1
2025010568845,187
2025010568850,23
2025010568852,70
2025010568858,20
2025010568859,407
2025010568868,2
2025010568870,48
2025010568884,98
2025010568887,2
2025010568889,3
2025010568899,23
2025010568904,1
2025010568909,1
2025010568916,3
2025010568928,1
2025010568929,23
2025010568936,14
2025010568938,35
2025010568943,3
2025010568949,13
2025010568952,87
2025010568958,4
2025010568964,17
2025010568966,100
2025010568968,106
2025010568970,36
2025010568985,1
2025010568992,33
2025010568995,18
2025010568996,5
2025010569004,11
2025010569005,16
2025010569006,1
2025010569008,30
2025010569009,43
2025010569018,2
2025010569022,1
2025010569028,7
2025010569030,18
2025010569032,20
2025010569035,1
2025010569039,176
2025010569044,19
2025010569049,5
2025010569051,31
2025010569054,2
2025010569056,78
2025010569073,1
2025010569074,22
2025010569075,1
2025010569098,30
2025010569102,3
2025010569111,23
2025010569112,33
2025010569118,1
2025010569119,24
2025010569121,11
2025010569123,29
2025010569127,20
2025010569128,46
2025010569129,3
2025010569130,16
2025010569136,1
2025010569144,35
2025010569146,45
2025010569149,6
2025010569156,28
2025010569159,22
2025010569170,4
2025010569177,69
2025010569181,4
2025010569194,1
2025010569207,35
2025010569208,10
2025010569219,28
2025010569221,197
2025010569222,11
2025010569233,2
2025010569243,58
2025010569244,3
2025010569251,26
2025010569255,1
2025010569271,9
2025010569274,76
2025010569288,99
2025010569291,4
2025010569292,3
2025010569296,1
2025010569298,51
2025010569300,37
2025010569301,31
2025010569304,4
2025010569311,33
2025010569319,9
2025010569323,30
2025010569325,1
2025010569327,1
2025010569361,1
2025010569374,15
2025010569383,1
2025010569385,1
2025010569397,61
2025010569400,1
2025010569410,1
2025010569418,12
2025010569420,73
2025010569423,26
2025010569428,11
2025010569433,35
2025010569437,34
2025010569442,41
2025010569450,2
2025010569452,8
2025010569455,82
2025010569461,37
2025010569479,4
2025010569480,1
2025010569486,16
2025010569494,1
2025010569515,26
2025010569517,23
2025010569518,29
2025010569531,2
2025010569534,194
2025010569536,14
2025010569541,1
2025010569550,42
2025010569553,3
2025010569567,2
2025010569578,16
2025010569581,35
2025010569584,3
2025010569589,78
2025010569592,1
2025010569593,103
2025010569600,15
2025010569604,1
2025010569617,36
2025010569627,30
2025010569628,26
2025010569634,7
2025010569640,94
2025010569647,5
2025010569648,9
2025010569649,3
2025010569655,9
2025010569659,13
2025010569660,9
2025010569663,1
2025010569664,174
2025010569665,4
2025010569670,42
2025010569681,1
2025010569685,6
2025010569693,1
2025010569696,26
2025010569697,1
2025010569699,7
2025010569701,15
2025010569726,5
2025010569738,37
2025010569739,131
2025010569743,1
2025010569744,40
2025010569748,10
2025010569766,282
2025010569767,120
2025010569772,1
2025010569774,99
2025010569780,2
2025010569781,24
2025010569783,162
2025010569786,12
2025010569794,11
2025010569799,41
2025010569811,1
2025010569824,19
2025010569826,147
2025010569836,16
2025010569837,2
2025010569838,2
2025010569846,88
2025010569858,34
2025010569862,14
2025010569886,73
2025010569891,1
2025010569902,1
2025010569904,89
2025010569914,1
2025010569930,36
2025010569932,1
2025010569933,14
2025010569935,6
2025010569937,3
2025010569947,3
2025010569953,17
2025010569955,77
2025010569958,7
2025010569972,16
2025010569973,24
2025010569974,22
2025010569979,18
2025010569981,53
2025010569998,1
2025010570005,43
2025010570006,2
2025010570024,19
2025010570029,68
2025010570043,1
2025010570045,3
2025010570057,21
2025010570062,5
2025010570065,42
2025010570066,11
2025010570068,1
2025010570077,6
2025010570086,7
2025010570088,114
2025010570095,9
2025010570099,2
2025010570104,11
2025010570105,3
2025010570111,16
2025010570112,1
2025010570115,1
2025010570116,1
2025010570121,35
2025010570122,7
2025010570142,56
2025010570146,116
2025010570151,1
2025010570153,29
2025010570159,15
2025010570197,27
2025010570198,3
2025010570202,86
2025010570217,4
2025010570224,31
2025010570240,11
2025010570243,106
2025010570250,1
2025010570260,9
2025010570278,7
2025010570279,9
2025010570287,6
2025010570303,1
2025010570305,33
2025010570307,8
2025010570308,1
2025010570310,2
2025010570311,1
2025010570313,6
2025010570318,4
2025010570323,172
2025010570327,1
2025010570330,16
2025010570337,6
2025010570339,73
2025010570340,415
2025010570350,1
2025010570351,204
2025010570358,92
2025010570361,1
2025010570364,5
2025010570367,2
2025010570375,29
2025010570378,8
2025010570384,8
2025010570387,91
2025010570396,1
2025010570397,13
2025010570399,1
2025010570401,39
2025010570404,1
2025010570406,2
2025010570410,53
2025010570426,17
2025010570440,9
2025010570446,14
2025010570455,1
2025010570456,6
2025010570463,54
2025010570465,3
2025010570467,31
2025010570468,25
2025010570470,24
2025010570493,1
2025010570498,15
2025010570499,1
2025010570507,2
2025010570539,7
2025010570540,56
2025010570568,3
2025010570589,1
2025010570592,8
2025010570593,35
2025010570595,1
2025010570600,34
2025010570602,7
2025010570622,7
2025010570625,90
2025010570632,25
2025010570634,46
2025010570635,14
2025010570636,6
2025010570637,4
2025010570642,16
2025010570646,10
2025010570649,35
2025010570661,19
2025010570669,35
2025010570681,1
2025010570688,59
2025010570700,9
2025010570701,40
2025010570703,8
2025010570711,18
2025010570715,1
2025010570720,72
2025010570722,3
2025010570742,25
2025010570752,4
2025010570761,1
2025010570770,19
2025010570771,2
2025010570780,1
2025010570781,64
2025010570782,65
2025010570789,1
2025010570790,1
2025010570792,2
2025010570801,34
2025010570802,78
2025010570806,3
2025010570814,14
2025010570822,24
2025010570827,7
2025010570829,3
2025010570844,58
2025010570845,1
2025010570853,84
2025010570854,460
2025010570857,1
2025010570858,3
2025010570863,16
2025010570867,4
2025010570869,21
2025010570885,1
2025010570886,137
2025010570897,43
2025010570898,52
2025010570913,48
2025010570916,53
2025010570917,87
2025010570921,13
2025010570928,15
2025010570957,1
2025010570976,67
2025010570984,7
2025010571000,1
2025010571004,22
2025010571007,6
2025010571035,145
2025010571040,56
2025010571051,61
2025010571054,13
2025010571060,40
2025010571066,14
2025010571068,11
2025010571075,1
2025010571081,9
2025010571100,1
2025010571104,2
2025010571127,47
2025010571130,30
2025010571137,11
2025010571153,13
2025010571160,34
2025010571162,1
2025010571172,1
2025010571174,145
2025010571178,49
2025010571179,33
2025010571180,1
2025010571187,9
2025010571192,105
2025010571198,21
2025010571202,1
2025010571206,2
2025010571211,4
2025010571215,53
2025010571219,11
2025010571230,27
2025010571248,53
2025010571251,13
2025010571255,15
2025010571260,1
2025010571262,51
2025010571270,1
2025010571275,70
2025010571276,49
2025010571285,10
2025010571295,4
2025010571296,1
2025010571298,200
2025010571299,1
2025010571302,292
2025010571303,42
2025010571304,17
2025010571307,1
2025010571308,24
2025010571320,1
2025010571323,1
2025010571326,1
2025010571332,14
2025010571334,17
2025010571347,22
2025010571355,88
2025010571358,21
2025010571386,1
2025010571388,2
2025010571390,3
2025010571392,2
2025010571401,1
2025010571405,5
2025010571407,7
2025010571408,19
2025010571412,12
2025010571418,1
2025010571425,12
2025010571426,70
2025010571436,3
2025010571444,63
2025010571445,1
2025010571459,20
2025010571472,68
2025010571478,79
2025010571482,43
2025010571484,1
2025010571488,72
2025010571496,2
2025010571502,43
2025010571506,21
2025010571519,11
2025010571528,1
2025010571529,1
2025010571544,4
2025010571546,17
2025010571559,80
2025010571560,21
2025010571562,1
2025010571567,25
2025010571570,58
2025010571575,268
2025010571577,6
2025010571579,82
2025010571582,116
2025010571585,10
2025010571592,23
2025010571600,6
2025010571604,47
2025010571613,37
2025010571619,22
2025010571624,22
2025010571633,12
2025010571640,20
2025010571643,1
2025010571645,4
2025010571662,7
2025010571663,5
2025010571670,21
2025010571676,23
2025010571692,27
2025010571695,2
2025010571700,7
2025010571710,153
2025010571711,46
2025010571713,36
2025010571715,19
2025010571717,2
2025010571720,2
2025010571726,51
2025010571727,11
2025010571733,103
2025010571734,4
2025010571744,28
2025010571758,9
2025010571779,2
2025010571783,3
2025010571788,27
2025010571791,5
2025010571806,5
2025010571810,27
2025010571814,1
2025010571816,40
2025010571817,28
2025010571822,1
2025010571825,1
2025010571833,1
2025010571836,18
2025010571845,80
2025010571848,101
2025010571850,23
2025010571858,8
2025010571863,39
2025010571864,5
2025010571877,21
2025010571879,19
2025010571893,8
2025010571905,65
2025010571907,28
2025010571914,10
2025010571915,15
2025010571919,5
2025010571930,39
2025010571931,43
2025010571933,41
2025010571934,104
2025010571936,1
2025010571944,107
2025010571949,1
2025010571969,1
2025010571970,16
2025010571983,1
2025010571994,9
2025010572016,9
2025010572031,99
2025010572041,16
2025010572042,1
2025010572057,135
2025010572061,8
2025010572063,23
2025010572067,93
2025010572077,1
2025010572078,78
2025010572098,2
2025010572105,11
2025010572114,107
2025010572115,266
2025010572116,44
2025010572121,1
2025010572124,24
2025010572127,9
2025010572134,44
2025010572136,31
2025010572137,26
2025010572140,1
2025010572153,1
2025010572154,36
2025010572158,1
2025010572160,1
2025010572161,1
2025010572172,1
2025010572179,1
2025010572182,4
2025010572183,42
2025010572185,76
2025010572186,1
2025010572192,110
2025010572202,57
2025010572205,12
2025010572212,121
2025010572217,5
2025010572220,59
2025010572222,1
2025010572226,6
2025010572230,3
2025010572232,33
2025010572238,51
2025010572242,35
2025010572258,8
2025010572267,51
2025010572270,109
2025010572272,2
2025010572276,2
2025010572277,2
2025010572281,1
2025010572291,2
2025010572295,1
2025010572301,70
2025010572307,96
2025010572311,9
2025010572315,5
2025010572316,14
2025010572317,66
2025010572334,1
2025010572342,9
2025010572345,7
2025010572347,4
2025010572351,8
2025010572357,393
2025010572358,9
2025010572359,11
2025010572360,34
2025010572365,9
2025010572371,83
2025010572378,28
2025010572380,26
2025010572387,5
2025010572394,16
2025010572397,2
2025010572399,16
2025010572401,14
2025010572408,14
2025010572409,3
2025010572413,4
2025010572414,2
2025010572418,4
2025010572433,3
2025010572442,1
2025010572446,20
2025010572465,10
2025010572470,2
2025010572471,37
2025010572475,1
2025010572476,5
2025010572487,1
2025010572490,12
2025010572491,6
2025010572492,44
2025010572518,72
2025010572525,11
2025010572529,9
2025010572530,9
2025010572532,95
2025010572533,10
2025010572542,13
2025010572550,8
2025010572551,29
2025010572553,89
2025010572554,3
2025010572555,4
2025010572559,12
2025010572560,45
2025010572567,2
2025010572571,247
2025010572572,13
2025010572573,30
2025010572575,14
2025010572580,7
2025010572581,1
2025010572593,25
2025010572594,130
2025010572598,17
2025010572603,20
2025010572604,28
2025010572605,13
2025010572609,22
2025010572611,9
2025010572621,47
2025010572627,1
2025010572632,13
2025010572637,23
2025010572641,66
2025010572648,35
2025010572650,35
2025010572655,29
2025010572658,64
2025010572660,1
2025010572663,4
2025010572666,12
2025010572675,103
2025010572680,20
2025010572686,95
2025010572687,73
2025010572712,32
2025010572722,1
2025010572732,1
2025010572735,12
2025010572737,83
2025010572739,2
2025010572743,2
2025010572754,1
2025010572768,1
2025010572774,53
2025010572776,121
2025010572779,36
2025010572796,4
2025010572799,8
2025010572810,12
2025010572815,27
2025010572825,3
2025010572826,15
2025010572827,17
2025010572831,32
2025010572854,42
2025010572857,25
2025010572858,7
2025010572863,38
2025010572880,5
2025010572883,87
2025010572890,34
2025010572899,57
2025010572906,59
2025010572907,5
2025010572909,19
2025010572912,36
2025010572914,1
2025010572917,1
2025010572918,23
2025010572919,109
2025010572920,3
2025010572927,24
2025010572928,24
2025010572934,5
2025010572937,15
2025010572939,6
2025010572948,9
2025010572951,1
2025010572958,43
2025010572967,9
2025010572968,25
2025010572970,1
2025010572973,1
2025010572975,163
2025010572980,17
2025010572987,15
2025010572994,1
2025010572998,13
2025010573000,110
2025010573009,64
2025010573010,33
2025010573015,1
2025010573026,28
2025010573034,53
2025010573053,23
2025010573064,7
2025010573076,33
2025010573077,46
2025010573093,47
2025010573099,1
2025010573108,5
2025010573110,17
2025010573111,8
2025010573124,1
2025010573133,8
2025010573138,39
2025010573140,8
2025010573153,5
2025010573154,86
2025010573160,1
2025010573174,7
2025010573184,112
2025010573197,4
2025010573204,2
2025010573206,3
2025010573209,16
2025010573220,1
2025010573231,7
2025010573233,4
2025010573235,473
2025010573242,28
2025010573250,4
2025010573260,76
2025010573265,27
2025010573271,2
2025010573272,53
2025010573281,10
2025010573287,5
2025010573310,3
2025010573313,4
2025010573315,54
2025010573318,1
2025010573324,12
2025010573332,6
2025010573360,10
2025010573374,14
2025010573375,2
2025010573388,40
2025010573391,44
2025010573400,54
2025010573417,5
2025010573427,178
2025010573435,1
2025010573437,68
2025010573445,113
2025010573449,14
2025010573450,1
2025010573474,1
2025010573490,25
2025010573492,424
2025010573499,32
2025010573501,1
2025010573511,2
2025010573514,5
2025010573515,7
2025010573531,1
2025010573536,100
2025010573545,1
2025010573549,26
2025010573554,6
2025010573560,25
2025010573561,1
2025010573578,20
2025010573584,40
2025010573594,19
2025010573605,1
2025010573607,130
2025010573614,33
2025010573621,41
2025010573624,5
2025010573626,50
2025010573632,1
2025010573633,86
2025010573635,42
2025010573638,3
2025010573643,26
2025010573655,102
2025010573658,18
2025010573662,36
2025010573663,30
2025010573664,28
2025010573666,4
2025010573669,29
2025010573676,78
2025010573678,10
2025010573683,2
2025010573704,37
2025010573715,78
2025010573716,65
2025010573720,3
2025010573726,2
2025010573727,34
2025010573728,71
2025010573733,1
2025010573739,25
2025010573743,116
2025010573750,14
2025010573751,1
2025010573761,1
2025010573762,42
2025010573775,2
2025010573778,1
2025010573784,82
2025010573786,5
2025010573788,69
2025010573794,76
2025010573798,1
2025010573800,1
2025010573805,36
2025010573814,5
2025010573816,1
2025010573817,4
2025010573819,29
2025010573820,7
2025010573821,1
2025010573822,15
2025010573833,11
2025010573835,1
2025010573836,1
2025010573842,4
2025010573881,125
2025010573886,5
2025010573890,7
2025010573896,21
2025010573899,155
2025010573905,22
2025010573907,1
2025010573909,44
2025010573915,18
2025010573922,10
2025010573929,1
2025010573942,80
2025010573950,9
2025010573951,50
2025010573953,67
2025010573960,11
2025010573962,32
2025010573965,14
2025010573966,2
2025010573973,1
2025010573974,36
2025010573976,1
2025010573979,40
2025010573980,36
2025010573981,5
2025010573982,3
2025010573985,4
2025010573987,1
2025010573991,3
2025010573993,1
2025010573994,89
2025010573995,5
2025010573996,12
2025010573999,8
2025010574006,1
2025010574007,23
2025010574013,13
2025010574017,12
2025010574019,21
2025010574022,17
2025010574026,15
2025010574028,22
2025010574031,22
2025010574036,5
2025010574039,51
2025010574043,1
2025010574053,2
2025010574062,9
2025010574075,13
2025010574076,17
2025010574077,117
2025010574089,18
2025010574090,91
2025010574092,1
2025010574098,60
2025010574102,2
2025010574106,33
2025010574109,54
2025010574113,8
2025010574117,388
2025010574126,1
2025010574135,1
2025010574136,78
2025010574140,4
2025010574151,7
2025010574154,6
2025010574155,18
2025010574161,8
2025010574165,137
2025010574171,1
2025010574172,20
2025010574173,29
2025010574175,2
2025010574176,46
2025010574177,15
2025010574184,13
2025010574187,65
2025010574189,15
2025010574191,54
2025010574195,9
2025010574208,8
2025010574219,8
2025010574221,10
2025010574230,11
2025010574232,22
2025010574235,51
2025010574250,2
2025010574253,1
2025010574271,12
2025010574272,2
2025010574278,1
2025010574283,61
2025010574302,2
2025010574303,1
2025010574304,1
2025010574308,60
2025010574314,23
2025010574315,1
2025010574322,3
2025010574327,1
2025010574328,22
2025010574338,27
2025010574343,37
2025010574345,8
2025010574353,30
2025010574360,3
2025010574364,22
2025010574369,47
2025010574372,79
2025010574373,19
2025010574375,23
2025010574378,54
2025010574382,1
2025010574407,57
2025010574408,32
2025010574410,8
2025010574418,3
2025010574421,2
2025010574431,2
2025010574432,1
2025010574436,16
2025010574438,25
2025010574445,53
2025010574446,20
2025010574447,15
2025010574448,9
2025010574453,79
2025010574456,55
2025010574462,38
2025010574463,101
2025010574464,22
2025010574467,4
2025010574473,15
2025010574474,2
2025010574476,1
2025010574496,9
2025010574499,28
2025010574500,4
2025010574506,3
2025010574508,14
2025010574513,1
2025010574514,16
2025010574519,2
2025010574521,34
2025010574529,1
2025010574540,10
2025010574543,35
2025010574544,52
2025010574546,13
2025010574554,2
2025010574559,15
2025010574562,51
2025010574567,8
2025010574577,9
2025010574580,15
2025010574583,20
2025010574585,1
2025010574586,2
2025010574595,1
2025010574597,146
2025010574613,85
2025010574622,13
2025010574625,9
2025010574653,2
2025010574657,118
2025010574658,25
2025010574659,27
2025010574663,28
2025010574669,24
2025010574670,3
2025010574684,147
2025010574687,96
2025010574709,2
2025010574714,19
2025010574715,22
2025010574722,1
2025010574723,100
2025010574728,6
2025010574729,27
2025010574730,7
2025010574735,1
2025010574737,1
2025010574740,15
2025010574741,23
2025010574747,6
2025010574748,14
2025010574749,17
2025010574753,1
2025010574760,21
2025010574764,1
2025010574766,5
2025010574775,7
2025010574787,18
2025010574801,1
2025010574802,5
2025010574804,10
2025010574806,64
2025010574808,84
2025010574810,11
2025010574817,41
2025010574822,1
2025010574851,36
2025010574855,13
2025010574861,126
2025010574866,20
2025010574878,1
2025010574879,33
2025010574880,19
2025010574887,47
2025010574899,31
2025010574904,1
2025010574906,17
2025010574911,25
2025010574912,41
2025010574915,34
2025010574916,3
2025010574920,52
2025010574937,12
2025010574938,1
2025010574950,21
2025010574954,1
2025010574957,12
2025010574958,1
2025010574964,17
2025010574968,73
2025010574969,1
2025010574988,82
2025010574992,2
2025010575000,4
2025010575004,87
2025010575006,21
2025010575007,2
2025010575019,135
2025010575022,15
